,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges,RiskScore,Engagement
21428,29,1,8,30,9,19,3,1,641,27,0,641.0,28,3.3333333333333335
21429,56,1,49,18,4,26,2,12,121,26,0,10.08,30,0.36
21430,18,0,29,7,4,26,3,12,206,22,1,17.17,30,0.23333333333333334
21431,25,1,32,22,1,28,2,12,665,20,0,55.42,29,0.6666666666666666
21432,27,1,35,16,9,19,3,3,575,28,1,191.67,28,0.4444444444444444
21433,44,0,29,20,9,28,1,12,881,24,1,73.42,37,0.6666666666666666
21434,31,0,33,23,5,15,3,12,992,13,0,82.67,20,0.6764705882352942
21435,63,1,42,13,7,28,1,1,758,6,1,758.0,35,0.3023255813953488
21436,49,0,15,11,0,2,2,3,662,1,0,220.67,2,0.6875
21437,31,0,13,4,4,26,1,3,144,30,1,48.0,30,0.2857142857142857
21438,48,0,47,11,1,1,1,1,136,12,0,136.0,2,0.22916666666666666
21439,20,1,14,9,5,19,2,3,101,6,0,33.67,24,0.6
21440,47,1,53,30,4,17,1,12,987,24,0,82.25,21,0.5555555555555556
21441,56,0,48,12,1,13,3,12,719,14,0,59.92,14,0.24489795918367346
21442,48,1,47,28,0,13,3,12,223,1,0,18.58,13,0.5833333333333334
21443,48,1,59,27,3,26,3,1,366,24,0,366.0,29,0.45
21444,44,0,32,17,3,21,1,1,635,17,1,635.0,24,0.5151515151515151
21445,24,0,13,2,6,7,3,3,771,1,0,257.0,13,0.14285714285714285
21446,26,1,2,26,0,10,2,3,410,13,0,136.67,10,8.666666666666666
21447,35,1,29,28,0,6,3,3,988,27,0,329.33,6,0.9333333333333333
21448,37,0,3,8,6,0,3,1,738,15,0,738.0,6,2.0
21449,62,1,58,22,5,15,1,12,522,13,0,43.5,20,0.3728813559322034
21450,30,1,11,10,7,13,3,3,286,5,0,95.33,20,0.8333333333333334
21451,44,0,42,14,1,28,3,1,423,16,1,423.0,29,0.32558139534883723
21452,39,0,30,17,10,19,3,12,651,6,1,54.25,29,0.5483870967741935
21453,65,0,49,21,6,8,2,3,157,29,0,52.33,14,0.42
21454,20,1,1,7,7,25,3,3,528,6,0,176.0,32,3.5
21455,33,0,51,16,2,16,2,3,777,30,0,259.0,18,0.3076923076923077
21456,64,0,20,5,2,27,2,1,552,15,1,552.0,29,0.23809523809523808
21457,43,1,60,29,4,27,1,1,807,17,0,807.0,31,0.47540983606557374
21458,27,1,45,28,7,15,1,3,243,17,0,81.0,22,0.6086956521739131
21459,42,1,8,15,1,18,1,1,650,26,0,650.0,19,1.6666666666666667
21460,52,0,7,23,7,28,2,1,723,4,1,723.0,35,2.875
21461,42,0,57,16,10,7,1,3,926,30,0,308.67,17,0.27586206896551724
21462,42,0,8,7,3,9,2,12,421,19,0,35.08,12,0.7777777777777778
21463,36,1,43,19,0,5,2,3,153,24,0,51.0,5,0.4318181818181818
21464,52,1,13,15,0,1,1,1,597,28,0,597.0,1,1.0714285714285714
21465,49,0,42,17,2,23,3,1,623,7,1,623.0,25,0.3953488372093023
21466,34,1,44,15,2,4,1,3,436,14,0,145.33,6,0.3333333333333333
21467,23,1,38,8,9,6,3,3,153,14,0,51.0,15,0.20512820512820512
21468,31,0,44,12,0,5,2,3,609,15,0,203.0,5,0.26666666666666666
21469,24,0,4,15,9,27,1,1,584,1,1,584.0,36,3.0
21470,53,0,43,3,5,2,1,3,352,26,1,117.33,7,0.06818181818181818
21471,45,1,38,7,1,2,3,3,863,19,0,287.67,3,0.1794871794871795
21472,31,1,29,7,7,25,1,3,253,18,1,84.33,32,0.23333333333333334
21473,48,1,22,3,9,4,2,12,507,22,0,42.25,13,0.13043478260869565
21474,22,1,47,8,2,11,2,3,491,21,0,163.67,13,0.16666666666666666
21475,48,1,30,8,6,17,3,3,959,10,1,319.67,23,0.25806451612903225
21476,47,0,7,6,2,12,1,1,268,1,0,268.0,14,0.75
21477,27,0,49,27,5,6,1,12,328,9,0,27.33,11,0.54
21478,43,1,5,12,1,11,3,3,452,20,0,150.67,12,2.0
21479,34,1,42,1,3,28,1,1,660,4,0,660.0,31,0.023255813953488372
21480,23,0,22,9,10,1,1,1,722,19,0,722.0,11,0.391304347826087
21481,39,0,41,4,10,22,1,1,295,18,1,295.0,32,0.09523809523809523
21482,55,0,3,29,10,8,1,1,926,10,0,926.0,18,7.25
21483,36,1,51,16,9,15,1,1,217,20,0,217.0,24,0.3076923076923077
21484,38,0,17,25,6,1,1,1,279,30,0,279.0,7,1.3888888888888888
21485,49,1,39,6,2,10,3,3,272,26,0,90.67,12,0.15
21486,33,1,48,3,3,5,1,3,343,25,0,114.33,8,0.061224489795918366
21487,23,0,55,17,0,12,2,3,665,6,0,221.67,12,0.30357142857142855
21488,46,1,27,26,2,4,1,1,907,25,0,907.0,6,0.9285714285714286
21489,18,1,42,24,3,26,3,12,707,29,0,58.92,29,0.5581395348837209
21490,18,0,6,19,6,16,3,12,636,18,0,53.0,22,2.7142857142857144
21491,36,0,31,1,8,10,1,3,281,6,0,93.67,18,0.03125
21492,65,0,58,23,5,28,2,12,660,12,1,55.0,33,0.3898305084745763
21493,31,0,8,16,3,15,3,1,417,21,0,417.0,18,1.7777777777777777
21494,62,0,42,13,7,19,1,12,823,27,1,68.58,26,0.3023255813953488
21495,62,0,58,22,3,3,2,1,697,27,0,697.0,6,0.3728813559322034
21496,61,1,13,30,6,14,2,3,981,19,0,327.0,20,2.142857142857143
21497,42,1,53,6,9,26,1,1,863,1,1,863.0,35,0.1111111111111111
21498,25,1,15,20,0,23,3,1,627,7,0,627.0,23,1.25
21499,36,1,56,26,3,28,3,12,580,1,0,48.33,31,0.45614035087719296
21500,59,1,14,30,9,27,2,3,318,19,0,106.0,36,2.0
21501,51,1,15,26,6,20,2,12,488,25,0,40.67,26,1.625
21502,31,1,19,26,2,0,3,3,777,14,0,259.0,2,1.3
21503,40,1,25,17,5,1,1,3,365,22,0,121.67,6,0.6538461538461539
21504,29,1,27,8,7,3,3,12,109,9,0,9.08,10,0.2857142857142857
21505,65,1,21,25,8,7,3,3,306,6,0,102.0,15,1.1363636363636365
21506,25,1,56,4,10,30,1,1,227,14,1,227.0,40,0.07017543859649122
21507,59,0,14,27,10,20,3,12,836,1,0,69.67,30,1.8
21508,34,0,57,14,8,4,1,3,804,26,0,268.0,12,0.2413793103448276
21509,52,1,28,28,1,22,2,3,143,14,0,47.67,23,0.9655172413793104
21510,18,1,57,14,4,13,3,12,961,26,0,80.08,17,0.2413793103448276
21511,53,1,5,1,6,2,3,12,710,13,1,59.17,8,0.16666666666666666
21512,46,0,31,4,10,0,3,3,464,6,0,154.67,10,0.125
21513,56,0,29,10,6,5,2,1,757,19,0,757.0,11,0.3333333333333333
21514,30,0,17,10,9,27,2,12,162,12,1,13.5,36,0.5555555555555556
21515,27,0,53,8,6,10,1,1,603,27,0,603.0,16,0.14814814814814814
21516,65,1,15,28,10,13,1,1,236,5,0,236.0,23,1.75
21517,19,0,20,10,4,30,1,12,945,12,0,78.75,34,0.47619047619047616
21518,29,1,32,4,6,15,3,12,338,13,0,28.17,21,0.12121212121212122
21519,41,1,33,24,5,0,1,12,306,10,0,25.5,5,0.7058823529411765
21520,40,1,9,18,5,20,2,1,567,13,0,567.0,25,1.8
21521,19,1,18,8,3,26,2,1,422,2,0,422.0,29,0.42105263157894735
21522,55,0,6,21,1,23,3,3,257,28,1,85.67,24,3.0
21523,40,0,44,10,9,2,3,12,511,26,0,42.58,11,0.2222222222222222
21524,53,0,57,7,5,19,3,1,103,21,1,103.0,24,0.1206896551724138
21525,28,0,49,14,5,22,3,1,397,6,1,397.0,27,0.28
21526,63,0,2,29,5,5,3,1,587,12,0,587.0,10,9.666666666666666
21527,23,1,20,22,8,22,2,3,717,22,0,239.0,30,1.0476190476190477
21528,24,0,60,30,9,26,1,12,304,25,1,25.33,35,0.4918032786885246
21529,65,1,20,8,8,2,1,1,955,17,0,955.0,10,0.38095238095238093
21530,51,1,12,8,4,6,1,12,194,26,0,16.17,10,0.6153846153846154
21531,27,0,53,9,10,4,3,1,680,16,0,680.0,14,0.16666666666666666
21532,51,0,34,23,9,15,3,12,429,7,0,35.75,24,0.6571428571428571
21533,57,0,44,2,1,18,2,3,724,26,0,241.33,19,0.044444444444444446
21534,24,0,53,1,10,26,2,12,841,6,1,70.08,36,0.018518518518518517
21535,56,0,57,26,8,18,2,1,773,16,1,773.0,26,0.4482758620689655
21536,64,0,35,9,0,3,1,12,402,3,0,33.5,3,0.25
21537,57,1,51,18,0,0,3,1,147,3,0,147.0,0,0.34615384615384615
21538,46,1,56,25,1,15,1,3,559,15,0,186.33,16,0.43859649122807015
21539,28,1,51,27,1,13,3,1,286,8,0,286.0,14,0.5192307692307693
21540,52,0,12,10,4,12,1,1,795,24,0,795.0,16,0.7692307692307693
21541,36,0,33,11,5,3,1,12,816,19,0,68.0,8,0.3235294117647059
21542,46,0,28,12,5,17,1,1,761,12,1,761.0,22,0.41379310344827586
21543,41,0,4,11,6,5,1,3,370,27,0,123.33,11,2.2
21544,48,1,38,11,4,30,3,12,222,8,0,18.5,34,0.28205128205128205
21545,30,1,4,29,5,10,3,1,170,20,0,170.0,15,5.8
21546,53,1,54,29,0,3,1,12,618,14,0,51.5,3,0.5272727272727272
21547,44,0,34,22,4,14,1,12,765,25,0,63.75,18,0.6285714285714286
21548,48,1,26,1,5,9,3,12,268,1,1,22.33,14,0.037037037037037035
21549,35,1,35,15,6,1,2,1,163,19,0,163.0,7,0.4166666666666667
21550,61,1,48,3,10,17,2,3,134,4,1,44.67,27,0.061224489795918366
21551,19,0,5,10,10,10,1,3,501,4,0,167.0,20,1.6666666666666667
21552,30,0,39,13,4,22,3,1,385,12,1,385.0,26,0.325
21553,32,1,39,19,3,6,1,1,534,20,0,534.0,9,0.475
21554,41,1,35,17,4,15,1,3,748,23,0,249.33,19,0.4722222222222222
21555,41,0,59,29,2,17,1,1,872,29,0,872.0,19,0.48333333333333334
21556,34,1,51,29,8,19,2,1,372,29,1,372.0,27,0.5576923076923077
21557,39,0,15,3,1,2,2,1,946,30,0,946.0,3,0.1875
21558,61,0,40,26,4,19,2,1,846,1,0,846.0,23,0.6341463414634146
21559,53,1,21,14,9,27,2,12,495,8,0,41.25,36,0.6363636363636364
21560,50,1,44,20,5,22,3,3,474,20,1,158.0,27,0.4444444444444444
21561,52,0,44,1,7,14,1,12,542,4,1,45.17,21,0.022222222222222223
21562,22,1,4,29,3,10,2,12,257,18,0,21.42,13,5.8
21563,25,0,49,14,7,5,1,1,298,27,0,298.0,12,0.28
21564,35,1,18,11,9,21,3,3,343,1,0,114.33,30,0.5789473684210527
21565,63,1,55,19,7,5,1,12,443,7,0,36.92,12,0.3392857142857143
21566,28,1,60,6,1,5,3,1,190,3,0,190.0,6,0.09836065573770492
21567,59,1,21,11,8,1,1,12,332,29,0,27.67,9,0.5
21568,29,1,23,17,8,14,2,3,723,16,0,241.0,22,0.7083333333333334
21569,53,1,54,28,9,30,1,12,638,27,1,53.17,39,0.509090909090909
21570,19,0,31,25,1,0,3,12,565,13,0,47.08,1,0.78125
21571,42,0,17,5,6,23,2,12,112,24,1,9.33,29,0.2777777777777778
21572,56,0,49,6,4,9,3,1,777,26,0,777.0,13,0.12
21573,55,0,16,17,6,30,2,12,735,16,0,61.25,36,1.0
21574,40,0,42,16,5,4,2,12,782,29,0,65.17,9,0.37209302325581395
21575,58,0,30,23,8,1,3,12,656,2,0,54.67,9,0.7419354838709677
21576,63,0,36,29,7,4,1,1,524,25,0,524.0,11,0.7837837837837838
21577,33,0,54,18,6,25,1,12,658,16,1,54.83,31,0.32727272727272727
21578,40,1,29,12,6,14,1,1,149,21,0,149.0,20,0.4
21579,51,0,8,6,6,5,3,3,848,16,0,282.67,11,0.6666666666666666
21580,63,0,20,13,1,8,1,3,275,13,0,91.67,9,0.6190476190476191
21581,57,1,3,9,5,11,1,3,931,6,0,310.33,16,2.25
21582,27,0,1,15,3,26,2,1,664,25,1,664.0,29,7.5
21583,42,0,12,16,5,3,3,12,812,1,0,67.67,8,1.2307692307692308
21584,30,0,5,14,6,20,1,3,269,25,0,89.67,26,2.3333333333333335
21585,56,1,40,3,4,21,1,3,857,12,1,285.67,25,0.07317073170731707
21586,49,1,51,24,9,14,3,3,383,8,0,127.67,23,0.46153846153846156
21587,58,1,56,22,1,28,1,1,228,11,0,228.0,29,0.38596491228070173
21588,34,1,7,28,2,11,1,12,440,20,0,36.67,13,3.5
21589,36,1,9,23,8,18,1,12,606,8,0,50.5,26,2.3
21590,30,1,30,19,4,2,1,3,368,3,0,122.67,6,0.6129032258064516
21591,44,0,21,30,1,14,3,12,653,6,0,54.42,15,1.3636363636363635
21592,33,0,59,1,6,8,1,12,557,9,0,46.42,14,0.016666666666666666
21593,35,0,49,2,10,29,3,1,749,19,1,749.0,39,0.04
21594,18,0,18,11,5,15,2,1,252,30,0,252.0,20,0.5789473684210527
21595,21,1,15,6,3,1,2,1,804,7,0,804.0,4,0.375
21596,22,0,20,22,8,23,3,1,941,7,1,941.0,31,1.0476190476190477
21597,55,1,11,14,8,5,1,12,795,21,0,66.25,13,1.1666666666666667
21598,62,1,15,7,4,18,3,1,976,22,0,976.0,22,0.4375
21599,51,1,23,1,5,15,1,3,699,30,1,233.0,20,0.041666666666666664
21600,63,1,37,4,6,30,3,1,670,14,1,670.0,36,0.10526315789473684
21601,54,1,14,6,1,29,3,1,655,3,0,655.0,30,0.4
21602,33,1,5,15,6,23,2,12,758,9,0,63.17,29,2.5
21603,54,0,58,14,7,3,3,3,654,2,0,218.0,10,0.23728813559322035
21604,44,0,14,19,6,1,3,12,705,12,0,58.75,7,1.2666666666666666
21605,40,0,2,16,2,3,1,3,999,20,0,333.0,5,5.333333333333333
21606,47,0,51,7,8,26,3,12,801,8,1,66.75,34,0.1346153846153846
21607,33,1,24,6,0,12,3,12,648,30,0,54.0,12,0.24
21608,47,0,42,13,0,9,1,1,581,20,0,581.0,9,0.3023255813953488
21609,61,1,55,14,0,17,2,3,440,11,0,146.67,17,0.25
21610,39,1,42,14,4,17,3,3,334,26,0,111.33,21,0.32558139534883723
21611,62,0,45,11,2,11,1,3,898,3,0,299.33,13,0.2391304347826087
21612,50,0,30,24,0,28,2,12,476,24,1,39.67,28,0.7741935483870968
21613,56,0,43,4,9,19,3,1,166,9,1,166.0,28,0.09090909090909091
21614,25,0,38,13,2,26,3,1,428,17,1,428.0,28,0.3333333333333333
21615,47,0,19,17,5,19,1,3,153,16,0,51.0,24,0.85
21616,21,1,10,5,0,22,2,3,317,11,0,105.67,22,0.45454545454545453
21617,61,1,44,11,8,25,1,12,343,3,1,28.58,33,0.24444444444444444
21618,63,1,12,9,4,22,3,12,360,18,0,30.0,26,0.6923076923076923
21619,58,1,10,26,4,5,1,12,623,23,0,51.92,9,2.3636363636363638
21620,43,0,14,7,3,29,1,12,251,8,1,20.92,32,0.4666666666666667
21621,32,1,52,17,8,20,3,12,474,12,1,39.5,28,0.32075471698113206
21622,44,0,3,23,10,10,2,12,904,14,0,75.33,20,5.75
21623,49,1,38,20,6,25,3,1,994,12,1,994.0,31,0.5128205128205128
21624,30,0,22,17,4,12,1,12,880,20,0,73.33,16,0.7391304347826086
21625,55,1,7,22,7,8,2,12,531,13,0,44.25,15,2.75
21626,51,0,11,29,7,11,1,1,978,30,0,978.0,18,2.4166666666666665
21627,43,1,33,28,4,21,3,3,637,29,0,212.33,25,0.8235294117647058
21628,42,0,57,1,9,1,3,12,135,6,1,11.25,10,0.017241379310344827
21629,40,1,56,21,2,7,2,1,515,29,0,515.0,9,0.3684210526315789
21630,31,0,43,24,9,8,3,1,578,24,0,578.0,17,0.5454545454545454
21631,23,0,46,9,9,16,1,12,620,27,1,51.67,25,0.19148936170212766
21632,47,1,53,22,3,1,1,12,522,22,0,43.5,4,0.4074074074074074
21633,47,0,8,13,0,10,3,1,836,29,0,836.0,10,1.4444444444444444
21634,24,0,37,6,5,29,3,3,680,12,1,226.67,34,0.15789473684210525
21635,64,0,53,18,3,5,1,3,173,8,0,57.67,8,0.3333333333333333
21636,27,1,42,25,3,11,3,12,197,1,0,16.42,14,0.5813953488372093
21637,23,0,41,4,6,29,1,12,893,19,1,74.42,35,0.09523809523809523
21638,56,0,27,17,4,14,1,12,433,21,0,36.08,18,0.6071428571428571
21639,59,0,54,6,4,22,1,12,960,11,0,80.0,26,0.10909090909090909
21640,37,1,44,10,0,24,2,3,131,15,0,43.67,24,0.2222222222222222
21641,26,1,23,12,5,29,2,1,863,19,0,863.0,34,0.5
21642,29,1,31,23,0,4,2,3,486,8,0,162.0,4,0.71875
21643,37,0,25,15,9,27,2,12,421,6,1,35.08,36,0.5769230769230769
21644,21,0,54,5,7,25,2,1,365,4,1,365.0,32,0.09090909090909091
21645,34,0,35,3,2,13,1,12,523,24,0,43.58,15,0.08333333333333333
21646,27,0,50,3,4,6,3,12,549,16,0,45.75,10,0.058823529411764705
21647,37,1,6,25,3,29,2,12,616,20,0,51.33,32,3.5714285714285716
21648,53,1,32,7,7,14,3,1,323,6,0,323.0,21,0.21212121212121213
21649,39,0,36,28,0,28,1,12,546,2,0,45.5,28,0.7567567567567568
21650,53,1,7,7,1,26,1,1,220,23,0,220.0,27,0.875
21651,23,1,13,15,10,11,1,12,840,25,0,70.0,21,1.0714285714285714
21652,18,0,10,1,4,23,1,12,951,5,1,79.25,27,0.09090909090909091
21653,30,0,4,18,5,21,3,12,366,23,1,30.5,26,3.6
21654,50,1,42,3,5,27,3,1,136,3,1,136.0,32,0.06976744186046512
21655,22,0,49,30,3,19,3,12,276,15,0,23.0,22,0.6
21656,19,1,56,24,7,12,2,12,931,7,0,77.58,19,0.42105263157894735
21657,36,0,25,13,1,24,3,12,682,24,0,56.83,25,0.5
21658,55,0,15,21,3,23,2,3,368,21,1,122.67,26,1.3125
21659,48,1,19,19,1,0,3,12,927,3,0,77.25,1,0.95
21660,65,0,47,25,3,16,3,1,989,25,0,989.0,19,0.5208333333333334
21661,28,1,35,11,0,20,3,1,656,5,0,656.0,20,0.3055555555555556
21662,34,1,40,23,1,26,2,1,420,8,0,420.0,27,0.5609756097560976
21663,18,0,27,19,2,7,1,1,782,15,0,782.0,9,0.6785714285714286
21664,41,0,60,26,4,25,1,12,236,11,1,19.67,29,0.4262295081967213
21665,40,0,56,15,0,22,2,3,849,9,0,283.0,22,0.2631578947368421
21666,18,1,12,4,1,21,2,3,467,5,0,155.67,22,0.3076923076923077
21667,25,0,3,26,6,17,3,3,406,26,0,135.33,23,6.5
21668,45,0,12,20,5,9,3,12,618,23,0,51.5,14,1.5384615384615385
21669,42,1,1,28,9,27,3,3,137,22,0,45.67,36,14.0
21670,18,1,35,21,9,29,3,1,728,8,1,728.0,38,0.5833333333333334
21671,36,1,35,18,8,6,3,3,315,14,0,105.0,14,0.5
21672,24,1,43,25,5,14,3,12,552,3,0,46.0,19,0.5681818181818182
21673,35,0,37,5,0,29,1,1,607,2,1,607.0,29,0.13157894736842105
21674,19,0,48,29,2,28,3,12,727,4,0,60.58,30,0.5918367346938775
21675,19,1,7,4,8,7,3,12,721,26,0,60.08,15,0.5
21676,27,0,29,1,5,20,1,12,340,5,1,28.33,25,0.03333333333333333
21677,37,0,34,14,1,2,2,12,105,26,0,8.75,3,0.4
21678,42,0,15,18,8,26,1,12,895,17,0,74.58,34,1.125
21679,50,0,32,17,10,20,1,3,573,26,1,191.0,30,0.5151515151515151
21680,59,0,23,20,2,5,3,3,548,15,0,182.67,7,0.8333333333333334
21681,44,0,28,26,9,30,1,12,511,6,1,42.58,39,0.896551724137931
21682,58,0,31,21,6,0,1,3,264,12,0,88.0,6,0.65625
21683,60,1,34,10,10,15,1,1,161,20,0,161.0,25,0.2857142857142857
21684,21,0,5,16,9,6,2,1,383,20,0,383.0,15,2.6666666666666665
21685,52,0,16,17,0,22,3,3,863,24,0,287.67,22,1.0
21686,20,0,27,20,1,28,2,12,530,18,0,44.17,29,0.7142857142857143
21687,40,1,45,12,2,0,1,1,756,27,0,756.0,2,0.2608695652173913
21688,29,0,3,21,5,18,1,3,122,1,0,40.67,23,5.25
21689,60,0,21,28,3,24,1,1,306,4,1,306.0,27,1.2727272727272727
21690,59,1,3,30,4,10,2,1,992,26,0,992.0,14,7.5
21691,57,0,37,1,3,24,1,3,581,1,0,193.67,27,0.02631578947368421
21692,47,0,7,30,7,26,2,12,665,23,0,55.42,33,3.75
21693,37,0,22,20,6,3,1,1,408,16,0,408.0,9,0.8695652173913043
21694,38,0,39,27,4,9,2,1,298,9,0,298.0,13,0.675
21695,60,1,20,9,1,6,2,3,531,23,0,177.0,7,0.42857142857142855
21696,51,1,58,3,4,21,3,12,534,3,1,44.5,25,0.05084745762711865
21697,34,0,22,7,0,30,2,3,477,16,1,159.0,30,0.30434782608695654
21698,63,0,47,16,4,16,1,1,666,3,0,666.0,20,0.3333333333333333
21699,62,0,9,24,8,15,2,3,323,17,0,107.67,23,2.4
21700,51,0,54,19,4,9,2,1,924,14,0,924.0,13,0.34545454545454546
21701,44,1,5,11,9,13,2,3,138,23,0,46.0,22,1.8333333333333333
21702,26,0,7,7,6,22,2,1,804,29,1,804.0,28,0.875
21703,38,1,49,25,10,14,1,12,469,11,0,39.08,24,0.5
21704,20,0,26,19,8,7,3,12,734,4,0,61.17,15,0.7037037037037037
21705,56,0,24,16,10,1,2,1,957,7,0,957.0,11,0.64
21706,48,0,34,30,9,16,3,3,850,15,1,283.33,25,0.8571428571428571
21707,48,0,6,30,7,14,1,12,585,2,0,48.75,21,4.285714285714286
21708,23,0,30,26,0,24,2,12,327,27,1,27.25,24,0.8387096774193549
21709,36,1,41,12,4,3,3,12,683,16,0,56.92,7,0.2857142857142857
21710,60,1,59,1,9,14,3,12,357,29,1,29.75,23,0.016666666666666666
21711,41,0,23,3,0,17,1,3,842,13,0,280.67,17,0.125
21712,35,1,32,30,9,26,3,3,526,5,1,175.33,35,0.9090909090909091
21713,31,0,32,2,6,26,2,3,913,11,1,304.33,32,0.06060606060606061
21714,33,1,59,10,5,12,3,1,877,22,0,877.0,17,0.16666666666666666
21715,64,1,60,13,0,2,3,12,239,8,0,19.92,2,0.21311475409836064
21716,61,1,6,29,1,26,2,1,875,18,0,875.0,27,4.142857142857143
21717,30,0,58,15,2,11,1,1,496,3,0,496.0,13,0.2542372881355932
21718,51,1,40,10,8,16,3,3,212,28,1,70.67,24,0.24390243902439024
21719,35,0,38,16,10,3,3,3,130,5,0,43.33,13,0.41025641025641024
21720,34,0,6,7,3,24,3,12,943,18,0,78.58,27,1.0
21721,49,0,12,4,10,11,2,1,124,20,0,124.0,21,0.3076923076923077
21722,25,0,17,24,10,23,2,3,791,27,0,263.67,33,1.3333333333333333
21723,58,1,11,28,0,30,1,3,790,13,0,263.33,30,2.3333333333333335
21724,56,0,2,27,6,0,1,3,829,3,0,276.33,6,9.0
21725,26,1,21,18,10,16,3,3,488,17,0,162.67,26,0.8181818181818182
21726,24,0,46,24,10,23,2,3,278,8,1,92.67,33,0.5106382978723404
21727,22,1,52,7,3,9,2,12,989,19,0,82.42,12,0.1320754716981132
21728,52,0,33,4,3,9,2,3,453,29,0,151.0,12,0.11764705882352941
21729,59,0,55,1,3,4,3,1,691,10,0,691.0,7,0.017857142857142856
21730,65,1,44,12,6,11,2,1,368,21,0,368.0,17,0.26666666666666666
21731,60,1,56,26,0,9,1,1,412,27,0,412.0,9,0.45614035087719296
21732,45,1,42,13,9,27,1,1,675,23,1,675.0,36,0.3023255813953488
21733,43,1,26,6,5,26,2,3,299,9,1,99.67,31,0.2222222222222222
21734,21,1,21,17,5,6,3,3,397,16,0,132.33,11,0.7727272727272727
21735,45,1,59,1,1,20,1,3,891,24,0,297.0,21,0.016666666666666666
21736,35,0,60,5,9,18,2,1,715,16,1,715.0,27,0.08196721311475409
21737,30,0,27,15,9,18,3,3,166,5,1,55.33,27,0.5357142857142857
21738,53,1,36,30,8,3,2,12,147,26,0,12.25,11,0.8108108108108109
21739,23,0,60,7,7,24,1,1,333,4,1,333.0,31,0.11475409836065574
21740,33,0,32,26,10,3,3,1,235,20,0,235.0,13,0.7878787878787878
21741,41,1,16,13,2,26,3,3,647,25,0,215.67,28,0.7647058823529411
21742,19,1,60,22,8,0,3,3,554,19,0,184.67,8,0.36065573770491804
21743,58,1,35,7,8,27,2,12,398,26,1,33.17,35,0.19444444444444445
21744,37,1,5,10,4,16,3,3,467,13,0,155.67,20,1.6666666666666667
21745,44,0,25,21,3,27,3,1,808,15,1,808.0,30,0.8076923076923077
21746,43,1,58,8,3,13,3,1,378,7,0,378.0,16,0.13559322033898305
21747,38,1,23,4,3,3,2,12,343,30,0,28.58,6,0.16666666666666666
21748,50,0,40,26,1,11,3,12,740,8,0,61.67,12,0.6341463414634146
21749,52,0,25,18,8,11,1,3,702,9,0,234.0,19,0.6923076923076923
21750,41,0,22,7,3,11,3,1,113,23,0,113.0,14,0.30434782608695654
21751,65,1,52,26,7,30,2,12,794,13,1,66.17,37,0.49056603773584906
21752,39,0,13,24,5,7,1,12,879,18,0,73.25,12,1.7142857142857142
21753,24,0,34,11,3,3,3,3,257,30,0,85.67,6,0.3142857142857143
21754,52,0,18,4,5,1,2,12,295,2,1,24.58,6,0.21052631578947367
21755,65,1,34,14,10,8,1,1,283,9,0,283.0,18,0.4
21756,56,0,50,7,2,25,3,12,312,14,1,26.0,27,0.13725490196078433
21757,63,1,6,15,5,10,1,1,878,23,0,878.0,15,2.142857142857143
21758,58,1,25,26,1,30,1,3,441,20,0,147.0,31,1.0
21759,29,1,28,27,5,22,1,12,474,1,1,39.5,27,0.9310344827586207
21760,21,1,48,9,3,1,2,3,815,18,0,271.67,4,0.1836734693877551
21761,19,0,3,17,6,17,2,3,722,11,0,240.67,23,4.25
21762,47,0,50,10,7,24,2,3,561,25,1,187.0,31,0.19607843137254902
21763,39,0,8,17,1,18,1,12,208,20,0,17.33,19,1.8888888888888888
21764,57,1,45,2,5,10,3,1,740,2,1,740.0,15,0.043478260869565216
21765,18,0,45,15,9,13,1,12,877,5,0,73.08,22,0.32608695652173914
21766,55,1,29,11,3,11,2,1,897,10,0,897.0,14,0.36666666666666664
21767,55,0,45,2,0,9,3,1,779,17,0,779.0,9,0.043478260869565216
21768,45,1,49,21,5,2,3,3,786,26,0,262.0,7,0.42
21769,26,0,10,7,8,23,3,12,234,14,1,19.5,31,0.6363636363636364
21770,34,1,60,25,2,28,3,3,874,29,0,291.33,30,0.4098360655737705
21771,52,0,44,24,4,22,3,1,583,18,1,583.0,26,0.5333333333333333
21772,51,1,43,24,4,28,3,12,560,15,0,46.67,32,0.5454545454545454
21773,44,1,16,7,10,6,3,3,514,5,0,171.33,16,0.4117647058823529
21774,50,0,29,20,3,12,1,12,893,19,0,74.42,15,0.6666666666666666
21775,26,1,57,7,3,15,1,3,937,5,0,312.33,18,0.1206896551724138
21776,30,1,18,4,8,28,1,3,695,6,0,231.67,36,0.21052631578947367
21777,42,1,55,3,8,30,3,12,962,3,1,80.17,38,0.05357142857142857
21778,43,1,5,11,7,19,1,12,171,5,0,14.25,26,1.8333333333333333
21779,23,0,25,9,6,1,3,3,522,14,0,174.0,7,0.34615384615384615
21780,30,0,15,2,3,7,2,3,856,25,0,285.33,10,0.125
21781,31,1,38,15,8,14,1,12,108,21,0,9.0,22,0.38461538461538464
21782,61,0,48,25,5,3,3,12,823,23,0,68.58,8,0.5102040816326531
21783,59,0,11,21,9,20,2,3,627,28,0,209.0,29,1.75
21784,51,1,30,30,5,20,1,12,842,27,1,70.17,25,0.967741935483871
21785,41,1,5,26,0,20,1,1,570,13,0,570.0,20,4.333333333333333
