,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
1079,59,0,1,5,0,5,2,1,149,26,0,149.0
1080,47,0,33,23,6,7,2,3,186,20,0,62.0
1081,47,0,54,17,3,22,2,1,162,14,1,162.0
1082,59,1,42,8,7,0,3,1,405,6,0,405.0
1083,29,0,39,24,4,13,1,12,244,8,0,20.333333333333332
1084,25,1,51,30,1,1,2,3,658,9,0,219.33333333333334
1085,30,0,20,22,2,3,1,3,422,5,0,140.66666666666666
1086,28,1,7,28,6,24,2,3,477,18,0,159.0
1087,60,0,21,6,3,6,1,3,783,18,0,261.0
1088,35,1,52,9,6,26,1,3,936,18,1,312.0
1089,41,0,7,10,9,17,1,1,409,13,0,409.0
1090,35,1,32,20,3,25,3,12,846,15,0,70.5
1091,25,1,32,20,10,16,2,1,872,15,1,872.0
1092,31,0,56,8,4,15,1,12,981,11,0,81.75
1093,41,0,49,12,4,17,3,3,225,5,0,75.0
1094,64,1,29,18,10,2,2,1,375,18,0,375.0
1095,49,1,11,22,8,4,3,12,968,5,0,80.66666666666667
1096,22,0,7,30,6,24,2,12,106,15,1,8.833333333333334
1097,27,0,52,20,2,0,3,3,152,9,0,50.666666666666664
1098,30,1,60,9,8,6,2,1,401,7,0,401.0
1099,35,0,34,5,6,6,2,1,819,13,0,819.0
1100,43,0,5,2,7,9,2,12,579,5,1,48.25
1101,22,0,11,10,2,25,1,3,471,8,1,157.0
1102,36,0,37,15,7,18,3,12,144,22,1,12.0
1103,47,0,39,21,9,18,3,3,796,29,1,265.3333333333333
1104,24,1,54,2,8,11,1,3,729,22,0,243.0
1105,37,1,31,13,3,1,2,1,972,23,0,972.0
1106,47,1,54,13,4,3,2,3,814,29,0,271.3333333333333
1107,55,0,34,14,2,3,3,3,939,2,0,313.0
1108,34,0,37,28,0,17,3,1,680,15,0,680.0
1109,47,1,44,17,2,14,1,1,240,29,0,240.0
1110,44,0,20,24,4,29,2,3,273,1,1,91.0
1111,49,1,47,3,7,4,3,12,584,16,0,48.666666666666664
1112,56,0,30,3,2,29,2,12,888,13,0,74.0
1113,43,1,58,15,3,26,2,3,133,14,0,44.333333333333336
1114,48,0,22,18,4,5,1,12,391,8,0,32.583333333333336
1115,21,1,7,20,0,16,2,3,1000,16,0,333.3333333333333
1116,25,1,29,26,5,11,3,3,685,8,0,228.33333333333334
1117,33,0,42,11,1,24,3,3,560,11,0,186.66666666666666
1118,43,1,34,6,6,24,2,3,798,30,1,266.0
1119,63,1,9,10,8,22,2,1,705,19,0,705.0
1120,45,0,24,5,1,23,1,3,693,16,0,231.0
1121,45,1,53,20,8,24,2,12,783,3,1,65.25
1122,41,1,37,13,1,11,3,12,993,18,0,82.75
1123,49,1,39,2,1,26,1,1,372,15,0,372.0
1124,32,1,48,1,9,1,1,12,150,9,1,12.5
1125,61,0,4,7,5,17,1,3,495,8,0,165.0
1126,34,1,20,5,4,17,2,1,285,26,0,285.0
1127,33,0,23,28,3,9,3,3,873,15,0,291.0
1128,21,0,23,3,0,15,2,3,658,19,0,219.33333333333334
1129,49,1,31,25,3,27,1,12,233,10,0,19.416666666666668
1130,62,0,13,3,7,14,3,1,266,24,1,266.0
1131,33,0,3,15,5,3,3,12,457,16,0,38.083333333333336
1132,18,1,30,11,1,30,3,1,253,26,0,253.0
1133,39,0,11,2,5,1,1,1,404,19,0,404.0
1134,46,0,45,16,10,23,1,12,558,2,1,46.5
1135,49,1,34,19,6,3,3,1,824,21,0,824.0
1136,41,1,6,10,10,4,3,3,943,21,0,314.3333333333333
1137,29,0,39,1,0,0,1,12,471,19,0,39.25
1138,27,1,2,10,5,12,2,1,299,9,0,299.0
1139,63,1,25,11,1,3,1,3,234,19,0,78.0
1140,57,1,26,25,8,22,1,1,194,9,1,194.0
1141,36,0,54,1,3,9,2,12,856,23,0,71.33333333333333
1142,47,0,26,22,3,22,1,3,512,4,0,170.66666666666666
1143,37,0,29,16,4,26,1,3,970,19,0,323.3333333333333
1144,64,0,47,11,0,7,3,3,978,16,0,326.0
1145,49,1,1,16,0,7,2,12,935,23,0,77.91666666666667
1146,37,1,11,2,9,20,3,12,185,11,1,15.416666666666666
1147,43,1,40,8,5,28,2,12,215,12,1,17.916666666666668
1148,51,1,9,23,8,21,3,12,966,11,0,80.5
1149,18,1,19,7,0,14,2,12,442,1,0,36.833333333333336
1150,37,0,4,19,5,13,1,12,947,13,0,78.91666666666667
1151,39,0,23,24,0,0,1,12,803,30,0,66.91666666666667
1152,30,1,4,3,1,9,3,1,498,25,0,498.0
1153,49,1,47,5,7,6,2,12,644,2,0,53.666666666666664
1154,58,0,50,2,3,4,2,12,379,26,0,31.583333333333332
1155,64,0,56,28,7,6,3,3,398,8,0,132.66666666666666
1156,31,1,45,8,1,0,3,12,791,17,0,65.91666666666667
1157,37,1,13,8,0,27,2,12,125,6,0,10.416666666666666
1158,43,0,4,19,0,25,2,1,994,11,1,994.0
1159,61,0,3,22,9,14,3,3,574,18,0,191.33333333333334
1160,32,0,23,26,4,8,3,1,617,24,0,617.0
1161,43,1,37,17,7,28,3,12,996,20,1,83.0
1162,42,0,57,20,7,3,3,12,302,1,0,25.166666666666668
1163,37,0,59,2,8,24,2,12,141,14,1,11.75
1164,60,0,13,9,2,0,1,3,533,21,0,177.66666666666666
1165,35,0,9,29,6,17,3,1,237,24,0,237.0
1166,18,1,19,27,8,22,2,12,604,7,0,50.333333333333336
1167,35,1,4,7,1,1,2,12,205,12,0,17.083333333333332
1168,32,1,46,28,10,3,1,1,198,8,0,198.0
1169,28,1,33,21,10,24,2,3,415,10,1,138.33333333333334
1170,23,1,46,4,3,15,2,1,363,13,0,363.0
1171,39,1,25,5,5,12,3,3,768,23,0,256.0
1172,22,1,1,25,8,25,3,12,502,13,0,41.833333333333336
1173,53,0,39,1,5,21,1,12,788,2,1,65.66666666666667
1174,54,1,57,10,4,18,3,12,501,26,0,41.75
1175,43,1,5,25,0,12,1,1,854,17,0,854.0
1176,53,1,53,27,5,16,1,12,133,18,1,11.083333333333334
1177,41,1,14,13,4,14,2,12,593,2,0,49.416666666666664
1178,48,1,54,29,5,27,3,1,476,22,1,476.0
1179,41,0,16,29,10,16,1,12,198,24,0,16.5
1180,35,1,15,3,9,3,1,3,606,25,0,202.0
1181,53,1,46,7,7,11,2,3,463,13,0,154.33333333333334
1182,29,1,34,13,5,8,1,12,733,17,0,61.083333333333336
1183,53,0,13,25,6,30,1,1,449,7,1,449.0
1184,50,1,22,19,5,21,3,1,711,30,0,711.0
1185,37,0,18,27,0,17,3,3,715,25,0,238.33333333333334
1186,38,0,21,12,3,6,3,1,181,5,0,181.0
1187,56,0,35,10,6,6,1,12,258,3,0,21.5
1188,61,1,16,15,9,0,1,3,865,8,0,288.3333333333333
1189,59,1,26,27,1,1,1,3,124,30,0,41.333333333333336
1190,33,1,33,13,1,5,3,1,492,22,0,492.0
1191,47,1,10,27,7,3,2,12,175,2,0,14.583333333333334
1192,42,0,6,7,7,6,1,12,127,14,0,10.583333333333334
1193,39,1,26,12,1,6,1,1,104,7,0,104.0
1194,38,1,50,22,2,1,3,3,101,18,0,33.666666666666664
1195,23,1,46,12,0,0,2,3,659,27,0,219.66666666666666
1196,23,1,45,3,4,9,3,12,705,21,0,58.75
1197,65,0,43,3,6,17,2,3,610,15,1,203.33333333333334
1198,29,1,59,10,5,10,3,1,928,14,0,928.0
1199,40,1,49,18,2,25,3,1,903,29,0,903.0
1200,22,1,47,17,0,27,1,1,232,9,0,232.0
1201,58,0,26,23,6,0,1,1,834,12,0,834.0
1202,54,0,7,20,4,21,2,12,688,4,0,57.333333333333336
1203,44,0,38,22,5,30,1,3,296,1,1,98.66666666666667
1204,48,1,16,4,2,27,1,3,739,25,0,246.33333333333334
1205,23,0,29,13,5,19,2,1,532,5,1,532.0
1206,53,1,7,5,7,5,3,12,838,26,1,69.83333333333333
1207,49,0,46,9,0,7,3,3,898,30,0,299.3333333333333
1208,18,0,20,19,0,5,2,3,122,12,0,40.666666666666664
1209,65,0,47,27,8,24,3,1,548,14,1,548.0
1210,65,1,7,29,0,23,2,12,212,7,0,17.666666666666668
1211,37,0,50,12,2,29,2,1,198,24,1,198.0
1212,31,0,11,15,5,7,1,3,678,3,0,226.0
1213,31,1,3,25,8,25,3,12,892,9,0,74.33333333333333
1214,23,0,19,13,8,0,2,3,263,17,0,87.66666666666667
1215,20,1,20,17,8,30,1,12,569,16,0,47.416666666666664
1216,53,1,4,26,3,23,3,12,116,13,0,9.666666666666666
1217,63,1,23,30,6,20,1,3,477,25,0,159.0
1218,42,1,56,1,3,13,1,1,151,18,0,151.0
1219,36,0,60,25,2,21,3,1,698,29,1,698.0
1220,41,1,21,25,7,9,2,3,640,15,0,213.33333333333334
1221,42,0,52,1,7,15,2,1,149,29,0,149.0
1222,41,0,39,12,10,15,1,12,645,12,0,53.75
1223,19,1,32,26,4,0,1,3,161,23,0,53.666666666666664
1224,21,1,30,18,5,25,2,12,717,14,1,59.75
1225,32,0,12,12,8,15,3,12,238,15,0,19.833333333333332
1226,60,0,11,8,5,22,3,12,923,26,0,76.91666666666667
1227,53,0,25,17,0,14,1,1,184,15,0,184.0
1228,38,1,45,9,2,18,2,3,989,16,0,329.6666666666667
1229,53,0,11,17,9,12,3,1,949,8,0,949.0
1230,18,1,20,24,1,20,2,1,630,8,0,630.0
1231,50,0,30,16,9,27,2,12,657,15,1,54.75
1232,25,0,51,10,1,0,2,1,356,22,0,356.0
1233,18,0,39,9,0,2,2,12,703,29,0,58.583333333333336
1234,23,0,15,2,4,20,3,3,200,21,0,66.66666666666667
1235,39,1,49,25,3,18,2,1,570,22,0,570.0
1236,27,1,40,19,8,25,1,12,467,24,1,38.916666666666664
1237,38,1,44,3,9,6,3,12,454,10,0,37.833333333333336
1238,61,1,56,17,3,26,2,12,803,23,0,66.91666666666667
1239,41,0,55,26,2,7,2,1,331,12,0,331.0
1240,21,0,8,9,7,19,2,12,672,22,0,56.0
1241,63,0,55,1,10,9,3,1,321,5,1,321.0
1242,22,0,54,27,3,12,1,1,422,16,0,422.0
1243,46,1,9,24,5,25,2,12,157,14,0,13.083333333333334
1244,19,1,37,7,1,17,1,3,553,15,0,184.33333333333334
1245,35,0,19,12,0,30,2,3,233,10,1,77.66666666666667
1246,52,1,56,17,2,7,2,12,627,29,0,52.25
1247,47,1,27,9,1,12,3,3,473,2,0,157.66666666666666
1248,23,1,48,23,10,21,3,3,224,15,1,74.66666666666667
1249,53,1,29,17,3,1,1,3,863,12,0,287.6666666666667
1250,21,0,9,24,8,11,2,3,285,10,0,95.0
1251,31,0,48,9,7,20,1,1,874,2,1,874.0
1252,24,1,16,4,5,9,3,12,882,16,0,73.5
1253,22,1,13,11,7,29,1,3,479,14,0,159.66666666666666
1254,59,1,59,16,1,18,1,3,158,28,0,52.666666666666664
1255,31,1,42,2,6,24,3,12,178,11,1,14.833333333333334
1256,53,0,8,24,10,23,1,12,533,26,0,44.416666666666664
1257,65,0,57,3,1,8,2,12,931,16,0,77.58333333333333
1258,47,0,44,7,4,15,1,1,350,6,0,350.0
1259,54,1,45,8,4,18,3,3,432,24,0,144.0
1260,36,1,14,21,9,11,2,1,165,21,0,165.0
1261,38,0,58,16,0,29,2,3,219,16,1,73.0
1262,44,1,53,16,5,5,3,1,461,20,0,461.0
1263,27,1,54,25,7,21,3,1,562,24,1,562.0
1264,31,0,4,12,5,15,3,12,884,3,0,73.66666666666667
1265,21,1,41,6,6,13,3,1,356,29,0,356.0
1266,51,1,60,20,4,12,2,12,997,5,0,83.08333333333333
1267,41,1,18,1,9,12,3,12,255,30,1,21.25
1268,43,0,17,1,5,16,3,1,528,3,0,528.0
1269,29,0,1,16,7,2,3,3,771,12,0,257.0
1270,35,0,30,9,8,20,1,1,494,29,1,494.0
1271,40,1,18,23,9,12,3,3,393,8,0,131.0
1272,24,1,4,23,6,1,1,3,952,25,0,317.3333333333333
1273,61,1,20,24,4,19,2,12,702,14,0,58.5
1274,64,1,1,26,4,21,2,1,239,25,0,239.0
1275,29,0,35,3,0,25,3,1,853,9,1,853.0
1276,38,1,52,13,7,19,3,1,473,27,1,473.0
1277,19,1,19,20,3,26,3,1,224,22,0,224.0
1278,31,0,53,7,4,10,2,12,958,21,0,79.83333333333333
1279,48,0,16,6,7,12,2,1,595,24,0,595.0
1280,60,0,23,7,2,19,3,3,739,28,0,246.33333333333334
1281,63,0,7,30,7,27,3,1,488,24,1,488.0
1282,27,0,50,1,1,17,2,3,528,8,0,176.0
1283,65,1,32,5,4,18,2,12,985,19,1,82.08333333333333
1284,63,1,47,4,7,21,2,3,181,2,1,60.333333333333336
1285,40,0,29,15,6,11,1,1,174,15,0,174.0
1286,52,0,27,16,0,11,2,1,260,26,0,260.0
1287,31,1,55,8,3,2,2,12,667,22,0,55.583333333333336
1288,59,0,9,28,8,15,1,3,592,15,0,197.33333333333334
1289,40,0,42,1,0,21,3,12,928,11,0,77.33333333333333
1290,26,1,52,14,7,6,1,3,536,25,0,178.66666666666666
1291,21,0,37,12,0,13,3,1,479,11,0,479.0
1292,57,1,20,14,6,14,3,3,191,13,0,63.666666666666664
1293,42,0,56,25,2,26,1,12,735,16,0,61.25
1294,55,0,39,29,3,15,2,12,945,11,0,78.75
1295,48,1,6,26,6,21,3,3,362,14,0,120.66666666666667
1296,50,0,3,8,5,19,2,3,188,14,0,62.666666666666664
1297,61,1,43,28,2,8,3,1,249,6,0,249.0
1298,30,1,1,27,6,18,1,12,354,18,0,29.5
1299,19,0,6,1,5,2,3,3,934,9,0,311.3333333333333
1300,34,0,25,12,0,23,1,3,550,26,0,183.33333333333334
1301,42,1,3,2,3,11,1,12,904,26,1,75.33333333333333
1302,18,1,21,18,6,23,2,1,586,21,0,586.0
1303,58,0,18,15,6,11,1,1,297,13,0,297.0
1304,30,1,15,14,5,4,3,1,909,17,0,909.0
1305,38,0,23,10,1,1,2,12,277,3,0,23.083333333333332
1306,47,1,58,27,7,26,1,1,798,24,1,798.0
1307,51,0,50,4,2,25,2,12,625,18,0,52.083333333333336
1308,18,1,59,25,10,22,3,1,819,4,1,819.0
1309,18,1,21,3,10,18,1,12,119,7,0,9.916666666666666
1310,45,1,17,9,9,3,3,12,651,13,0,54.25
1311,19,1,32,4,3,0,1,1,517,18,0,517.0
1312,43,1,9,22,3,1,3,3,639,12,0,213.0
1313,65,0,24,28,1,4,1,12,930,16,0,77.5
1314,57,0,50,18,4,24,3,3,179,17,1,59.666666666666664
1315,46,1,4,14,3,16,3,12,827,7,0,68.91666666666667
1316,53,1,58,17,7,9,2,1,876,6,0,876.0
1317,25,0,35,17,9,20,2,3,353,19,1,117.66666666666667
1318,19,1,60,14,10,15,2,12,148,14,0,12.333333333333334
1319,19,1,27,12,1,24,1,1,909,10,0,909.0
1320,22,1,37,22,9,14,3,1,177,7,0,177.0
1321,51,1,16,16,4,2,3,12,188,19,0,15.666666666666666
1322,39,1,5,2,3,24,1,1,397,26,1,397.0
1323,28,0,43,29,7,29,2,12,861,12,1,71.75
1324,40,1,39,7,2,29,2,3,766,18,0,255.33333333333334
1325,26,0,50,22,5,16,3,12,572,10,1,47.666666666666664
1326,52,1,11,14,10,11,3,12,893,20,0,74.41666666666667
1327,24,0,47,4,8,8,2,12,264,21,0,22.0
1328,24,0,51,20,2,22,1,1,304,6,1,304.0
1329,22,0,59,15,1,11,3,12,843,9,0,70.25
1330,43,0,46,12,9,10,3,1,132,1,0,132.0
1331,36,0,38,2,4,6,2,3,996,21,0,332.0
1332,57,0,9,30,4,1,1,12,621,23,0,51.75
1333,23,0,6,26,5,11,3,1,535,10,0,535.0
1334,61,0,1,22,5,27,3,1,849,24,1,849.0
1335,43,0,58,23,6,11,3,12,420,8,0,35.0
1336,18,0,12,8,0,20,3,12,175,9,0,14.583333333333334
1337,43,1,26,30,1,22,3,3,964,22,0,321.3333333333333
1338,62,1,16,13,6,20,2,1,649,26,0,649.0
1339,28,1,46,28,5,19,3,12,742,16,1,61.833333333333336
1340,57,1,10,9,4,12,1,3,123,14,0,41.0
1341,35,1,1,15,8,11,2,3,227,29,0,75.66666666666667
1342,50,1,22,27,9,19,2,1,698,27,0,698.0
1343,31,0,34,17,7,13,2,1,959,8,0,959.0
1344,20,1,19,19,2,15,1,12,639,20,0,53.25
1345,38,0,54,10,7,19,2,12,363,2,1,30.25
1346,25,1,51,25,10,9,2,1,373,2,0,373.0
1347,18,0,24,21,1,13,1,3,898,16,0,299.3333333333333
1348,41,1,50,6,5,2,2,1,177,15,0,177.0
1349,53,1,34,4,4,18,2,3,431,18,1,143.66666666666666
1350,24,0,58,9,5,11,2,12,909,13,0,75.75
1351,24,1,8,4,7,10,3,1,992,20,0,992.0
1352,48,0,7,29,8,13,3,3,353,30,0,117.66666666666667
1353,25,1,24,16,6,24,3,3,307,27,1,102.33333333333333
1354,46,1,8,18,4,9,2,1,859,26,0,859.0
1355,49,1,4,18,8,8,2,3,494,19,0,164.66666666666666
1356,26,0,28,22,3,8,3,1,780,23,0,780.0
1357,23,1,42,28,9,27,2,1,807,27,1,807.0
1358,24,0,36,5,9,19,3,12,376,6,1,31.333333333333332
1359,55,1,33,14,6,6,1,3,918,1,0,306.0
1360,34,0,27,12,8,26,3,12,641,25,1,53.416666666666664
1361,43,1,16,20,10,24,2,12,376,24,0,31.333333333333332
1362,56,0,34,14,9,22,3,1,269,17,1,269.0
1363,29,0,21,7,5,2,2,3,509,25,0,169.66666666666666
1364,50,0,30,5,0,22,2,1,321,17,1,321.0
1365,45,0,20,24,5,8,3,3,702,5,0,234.0
1366,34,1,21,7,10,23,2,3,150,14,0,50.0
1367,28,0,36,16,9,5,3,1,499,23,0,499.0
1368,19,1,54,29,2,22,1,1,553,1,0,553.0
1369,25,1,12,2,7,19,1,12,297,7,1,24.75
1370,25,1,60,10,6,13,1,1,649,4,0,649.0
1371,27,1,28,10,7,18,1,3,452,24,1,150.66666666666666
1372,51,0,3,5,3,28,3,3,714,25,0,238.0
1373,41,0,44,14,4,8,1,12,391,28,0,32.583333333333336
1374,52,1,10,10,6,7,3,1,435,17,0,435.0
1375,36,1,9,10,5,29,2,12,386,28,0,32.166666666666664
1376,37,0,33,11,10,7,2,12,966,7,0,80.5
1377,42,0,49,17,6,11,3,3,612,7,0,204.0
1378,41,0,38,23,2,14,2,1,617,3,0,617.0
1379,23,0,33,29,1,26,1,12,806,29,0,67.16666666666667
1380,37,1,17,17,3,28,2,3,504,2,0,168.0
1381,27,1,46,4,10,5,1,12,786,9,0,65.5
1382,24,0,37,16,4,12,2,1,182,16,0,182.0
1383,46,0,36,27,10,26,2,1,746,1,1,746.0
1384,49,1,15,17,10,1,2,3,796,13,0,265.3333333333333
1385,49,0,54,27,6,6,3,1,289,13,0,289.0
1386,36,0,12,28,10,0,2,12,595,17,0,49.583333333333336
1387,40,1,9,25,10,6,3,3,348,13,0,116.0
1388,21,1,19,1,9,16,2,12,934,9,0,77.83333333333333
1389,33,0,9,19,9,16,2,12,665,9,0,55.416666666666664
1390,29,1,24,13,0,28,1,12,913,2,0,76.08333333333333
1391,49,1,28,7,4,18,1,3,173,1,0,57.666666666666664
1392,55,1,22,1,10,16,1,12,832,22,1,69.33333333333333
1393,58,0,42,29,7,29,2,3,433,2,1,144.33333333333334
1394,45,0,43,3,4,12,2,12,446,11,0,37.166666666666664
1395,34,1,23,9,3,21,3,1,258,10,0,258.0
1396,32,1,35,9,3,1,2,1,927,13,0,927.0
1397,58,1,49,27,4,28,2,1,849,28,0,849.0
1398,53,1,19,4,5,25,1,3,440,10,1,146.66666666666666
1399,32,0,16,29,9,15,3,1,962,10,0,962.0
1400,34,1,30,8,0,15,3,1,552,16,0,552.0
1401,48,0,17,25,3,8,2,3,974,7,0,324.6666666666667
1402,55,0,12,26,9,14,1,1,892,30,0,892.0
1403,30,0,60,28,1,30,1,1,881,15,1,881.0
1404,54,1,19,8,8,0,2,12,947,1,0,78.91666666666667
1405,42,1,51,2,8,22,2,12,736,14,1,61.333333333333336
1406,45,1,51,28,1,15,2,12,490,16,0,40.833333333333336
1407,25,0,33,8,8,7,3,1,910,5,0,910.0
1408,22,0,56,12,3,7,2,1,241,24,0,241.0
1409,23,1,7,5,10,8,1,12,377,22,0,31.416666666666668
1410,41,0,8,19,2,6,3,1,851,2,0,851.0
1411,38,0,49,15,2,8,1,1,843,8,0,843.0
1412,23,0,11,8,10,17,3,3,277,18,0,92.33333333333333
1413,30,0,29,9,10,2,2,3,640,24,0,213.33333333333334
1414,34,1,55,7,2,16,3,3,706,16,0,235.33333333333334
1415,20,0,47,23,5,18,2,3,592,8,1,197.33333333333334
1416,27,0,31,13,7,13,1,3,144,12,0,48.0
1417,39,0,51,30,2,9,3,1,737,25,0,737.0
1418,48,1,44,10,8,15,1,12,715,11,0,59.583333333333336
1419,61,1,52,18,8,12,2,3,449,2,0,149.66666666666666
1420,35,1,55,17,2,29,1,3,884,12,0,294.6666666666667
1421,32,0,25,10,9,27,1,3,368,27,1,122.66666666666667
1422,18,0,5,22,6,1,2,1,206,18,0,206.0
1423,25,1,10,30,3,8,2,1,203,28,0,203.0
1424,40,1,40,30,2,15,1,3,779,6,0,259.6666666666667
1425,44,0,10,27,2,21,2,1,756,27,1,756.0
1426,52,1,41,10,4,21,1,1,257,30,0,257.0
1427,45,1,38,27,2,10,2,12,385,4,0,32.083333333333336
1428,46,1,5,25,8,27,3,12,495,25,0,41.25
1429,42,1,33,21,1,7,2,3,812,15,0,270.6666666666667
1430,38,0,21,12,6,21,2,1,903,19,1,903.0
1431,28,0,55,13,9,5,3,1,494,21,0,494.0
1432,29,1,3,20,7,3,3,3,724,14,0,241.33333333333334
1433,26,1,36,2,2,21,2,3,842,5,0,280.6666666666667
1434,37,1,11,30,5,7,3,3,637,20,0,212.33333333333334
1435,25,0,31,18,9,15,1,3,934,9,0,311.3333333333333
1436,36,0,12,4,3,19,1,3,224,16,0,74.66666666666667
1437,30,0,35,11,7,12,2,1,964,24,0,964.0
1438,44,0,27,8,8,30,2,12,883,25,1,73.58333333333333
1439,33,1,7,5,6,2,3,1,790,9,0,790.0
1440,36,1,26,25,1,15,3,12,740,14,0,61.666666666666664
1441,51,0,23,2,2,1,2,12,691,25,0,57.583333333333336
1442,27,0,23,14,7,6,2,12,950,26,0,79.16666666666667
1443,42,0,16,2,4,20,1,3,980,28,0,326.6666666666667
1444,62,1,24,17,8,13,2,1,667,4,0,667.0
1445,52,1,29,2,5,25,3,3,769,24,1,256.3333333333333
1446,35,0,23,27,10,4,3,12,609,27,0,50.75
1447,53,1,46,28,10,23,1,1,995,10,1,995.0
1448,18,1,12,30,3,3,2,1,219,30,0,219.0
1449,44,0,26,20,7,10,3,3,391,10,0,130.33333333333334
1450,50,1,31,24,5,17,3,1,267,10,1,267.0
1451,47,1,56,21,6,0,3,12,144,9,0,12.0
1452,57,0,52,27,4,3,3,12,868,15,0,72.33333333333333
1453,42,0,2,19,3,0,3,12,676,30,0,56.333333333333336
1454,61,1,57,29,8,8,2,1,959,17,0,959.0
1455,20,0,24,18,6,7,3,1,647,24,0,647.0
1456,19,0,55,13,7,16,2,12,499,22,1,41.583333333333336
1457,42,1,36,17,0,15,3,12,689,29,0,57.416666666666664
1458,64,1,23,30,6,3,1,12,282,9,0,23.5
1459,32,1,11,2,10,10,2,12,531,25,1,44.25
1460,60,1,1,4,10,26,1,3,769,22,1,256.3333333333333
1461,51,1,37,27,3,7,1,12,566,21,0,47.166666666666664
1462,27,1,25,29,9,24,3,1,693,4,1,693.0
1463,50,1,27,26,5,25,1,1,142,11,1,142.0
1464,33,1,21,19,9,20,1,3,156,26,0,52.0
1465,26,0,20,29,5,19,2,3,251,23,0,83.66666666666667
1466,42,1,45,30,2,11,1,1,530,12,0,530.0
1467,23,0,34,9,9,29,1,3,670,13,1,223.33333333333334
1468,46,1,50,25,7,3,3,3,425,2,0,141.66666666666666
1469,51,1,3,20,4,19,2,1,791,29,0,791.0
1470,35,0,25,27,7,27,2,3,293,11,1,97.66666666666667
1471,52,0,47,27,6,7,2,1,669,19,0,669.0
1472,18,0,28,21,4,18,1,1,371,20,0,371.0
1473,52,0,15,20,4,4,1,3,170,11,0,56.666666666666664
1474,52,1,5,24,0,19,2,12,227,18,0,18.916666666666668
1475,31,1,1,26,8,21,2,12,158,7,0,13.166666666666666
1476,57,1,33,4,6,2,3,12,728,7,1,60.666666666666664
1477,52,0,34,9,5,16,3,3,158,22,1,52.666666666666664
1478,47,1,27,11,5,10,3,3,631,30,0,210.33333333333334
1479,55,1,23,3,10,1,2,1,878,22,1,878.0
1480,27,0,10,10,3,20,1,1,661,30,0,661.0
1481,56,1,21,17,2,29,3,12,996,10,0,83.0
1482,33,1,41,28,0,29,2,1,193,15,0,193.0
1483,65,1,50,6,6,17,3,3,547,27,1,182.33333333333334
1484,45,0,5,27,10,14,3,1,753,3,0,753.0
1485,60,0,44,5,9,26,3,12,410,7,1,34.166666666666664
1486,58,1,49,28,7,28,2,12,221,2,1,18.416666666666668
1487,45,0,34,5,8,21,2,1,961,9,1,961.0
1488,61,0,44,4,7,6,2,3,685,7,1,228.33333333333334
1489,30,0,38,26,10,9,2,3,134,2,0,44.666666666666664
1490,58,1,21,6,8,0,3,3,129,18,0,43.0
1491,26,0,33,26,7,7,3,1,971,9,0,971.0
1492,22,0,26,12,1,19,2,12,517,3,0,43.083333333333336
1493,54,0,24,29,1,21,1,1,686,17,1,686.0
1494,21,1,45,8,1,14,1,12,280,12,0,23.333333333333332
1495,38,0,39,6,2,12,2,3,310,2,0,103.33333333333333
1496,23,0,44,16,2,17,2,1,921,18,0,921.0
1497,60,1,30,8,4,26,2,12,950,7,0,79.16666666666667
1498,20,1,2,5,7,2,1,1,734,9,0,734.0
1499,57,1,37,10,10,27,3,3,229,15,1,76.33333333333333
1500,53,1,19,5,3,24,3,12,930,24,0,77.5
1501,49,1,56,24,8,19,1,3,933,21,1,311.0
1502,46,0,52,20,0,14,2,1,355,25,0,355.0
1503,62,0,22,17,10,13,3,1,298,17,0,298.0
1504,43,0,10,27,8,2,3,1,849,6,0,849.0
1505,40,0,57,17,10,22,2,12,139,5,1,11.583333333333334
1506,58,1,2,16,9,11,2,3,656,26,0,218.66666666666666
1507,40,1,58,24,5,4,2,3,830,3,0,276.6666666666667
1508,37,1,28,3,5,6,1,3,203,20,0,67.66666666666667
1509,50,0,4,20,10,21,3,3,705,2,0,235.0
1510,24,0,13,14,7,17,1,1,677,5,0,677.0
1511,54,0,46,26,0,29,1,12,424,23,1,35.333333333333336
1512,57,0,36,22,1,23,2,3,665,8,0,221.66666666666666
1513,21,0,50,21,1,3,1,3,430,28,0,143.33333333333334
1514,23,1,49,30,9,22,2,12,787,16,1,65.58333333333333
1515,33,0,58,8,8,6,2,12,136,26,0,11.333333333333334
1516,33,0,3,10,2,30,3,12,480,20,1,40.0
1517,29,0,13,25,4,29,3,1,608,14,1,608.0
1518,26,0,18,22,2,26,2,12,696,12,0,58.0
1519,60,0,22,5,6,24,3,1,290,25,1,290.0
1520,41,1,18,30,2,11,2,3,892,8,0,297.3333333333333
1521,44,1,53,20,0,13,2,12,910,9,0,75.83333333333333
1522,63,0,45,19,10,10,3,1,584,15,0,584.0
1523,52,1,52,5,1,6,3,12,605,19,0,50.416666666666664
1524,48,0,46,22,6,21,3,12,766,27,1,63.833333333333336
1525,65,0,4,23,0,22,3,3,572,14,0,190.66666666666666
1526,47,1,38,16,0,2,2,12,641,19,0,53.416666666666664
1527,26,1,51,24,6,9,2,12,158,6,0,13.166666666666666
1528,56,1,16,9,10,21,1,3,906,3,0,302.0
1529,29,0,16,13,2,4,2,12,271,21,0,22.583333333333332
